turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_unico_disciplina,cod_depto,nome_disciplina
02,2022.2,EDUARDO BENTES MONTEIRO (60h),35M34,25,26,FAC,DAP0079,117.0,351,INTRODUÇÃO A FOTOGRAFIA
01,2022.2,WLADIMIR GANZELEVITCH GRAMACHO (60h),6M1234,28,40,FAC,DAP0084,118.0,351,COMUNICAÇÃO E SOCIEDADE
02,2022.2,WLADIMIR GANZELEVITCH GRAMACHO (60h),5M1234,39,40,FAC,DAP0084,118.0,351,COMUNICAÇÃO E SOCIEDADE
01,2022.2,SERGIO RIBEIRO DE AGUIAR SANTOS (30h),2M34,29,30,FAC,DAP0093,119.0,351,PRODUÇÃO 2
01,2022.2,ARMANDO BULCAO (30h),4M34,19,25,FAC,DAP0096,120.0,351,OFICINA BÁSICA DE AUDIOVISUAL
02,2022.2,CARLOS HENRIQUE NOVIS (30h),4N12,24,25,FAC,DAP0096,120.0,351,OFICINA BÁSICA DE AUDIOVISUAL
03,2022.2,ARMANDO BULCAO (30h),2T23,23,25,FAC,DAP0096,120.0,351,OFICINA BÁSICA DE AUDIOVISUAL
04,2022.2,CARLOS HENRIQUE NOVIS (30h),2T45,27,30,FAC,DAP0096,120.0,351,OFICINA BÁSICA DE AUDIOVISUAL
05,2022.2,RAQUEL PACHECO MELLO CUNHA (30h),4M12,30,35,FAC,DAP0096,120.0,351,OFICINA BÁSICA DE AUDIOVISUAL
01,2022.2,RENATA ALVES DE ALBUQUERQUE OTHON (30h),5T23,32,35,FAC,DAP0098,121.0,351,INTRODUÇÃO A PUBLICIDADE E PROPAGANDA
02,2022.2,RENATA ALVES DE ALBUQUERQUE OTHON (30h),2T23,28,36,FAC,DAP0098,121.0,351,INTRODUÇÃO A PUBLICIDADE E PROPAGANDA
01,2022.2,EMILIA SILVEIRA SILBERSTEIN (60h),2T2345,20,20,FAC,DAP0100,122.0,351,COMUNICAÇÃO E GÊNERO
01,2022.2,RAFAEL DIETZSCH (30h),5T2345,20,23,FAC,DAP0101,123.0,351,FUNDAMENTOS DE COMUNICAÇÃO VISUAL
01,2022.2,LUCIANO MENDES DE SOUZA (15h),5T2345,20,23,FAC,DAP0101,123.0,351,FUNDAMENTOS DE COMUNICAÇÃO VISUAL
01,2022.2,PRISCILA MONTEIRO BORGES (15h),5T2345,20,23,FAC,DAP0101,123.0,351,FUNDAMENTOS DE COMUNICAÇÃO VISUAL
02,2022.2,ISABELA LARA OLIVEIRA (60h),3T2345,19,23,FAC,DAP0101,123.0,351,FUNDAMENTOS DE COMUNICAÇÃO VISUAL
01,2022.2,JOAO BATISTA LANARI BO (60h),3M1234,31,31,FAC,DAP0103,124.0,351,LINGUAGENS CINEMATOGRÁFICA E AUDIOVISUAL
01,2022.2,MARIANA SOUTO DE MELO SILVA (60h),4M1234,35,39,FAC,DAP0104,125.0,351,TEORIA ESTÉTICA DO CINEMA E DO AUDIOVISUAL
01,2022.2,DENISE MORAES CAVALCANTE (30h),3M34,21,22,FAC,DAP0105,126.0,351,OFICINA DE ARGUMENTO E ROTEIRO
01,2022.2,MAURO GIUNTINI VIANA (30h),2M34,21,22,FAC,DAP0107,127.0,351,DIREÇÃO
01,2022.2,SERGIO RIBEIRO DE AGUIAR SANTOS (30h),2M12,21,22,FAC,DAP0108,128.0,351,PRODUÇÃO
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (60h),4M1234,21,22,FAC,DAP0110,129.0,351,SOM 1
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (30h),5M34,21,22,FAC,DAP0111,130.0,351,EDIÇÃO E MONTAGEM
01,2022.2,DENISE MORAES CAVALCANTE (60h),6T2345,20,22,FAC,DAP0115,131.0,351,PRÉ-PROJETO EM AUDIOVISUAL
01,2022.2,SERGIO RIBEIRO DE AGUIAR SANTOS (60h),3T23 5T45,30,30,FAC,DAP0117,132.0,351,INTRODUÇÃO A LINGUAGEM SONORA
01,2022.2,SERGIO RIBEIRO DE AGUIAR SANTOS (60h),3T45 5T23,20,23,FAC,DAP0118,133.0,351,"ROTEIRO, PRODUÇÃO E REALIZAÇÃO EM ÁUDIO"
01,2022.2,MARCELO FEIJO ROCHA LIMA (60h),6M1234,27,25,FAC,DAP0120,134.0,351,FOTOGRAFIA PUBLICITÁRIA
01,2022.2,MARIA FERNANDA DANGELO VALENTIM (90h),4M12 2T2345,31,35,Local à definir.,DAP0123,135.0,351,MARKETING EM PUBLICIDADE E PROPAGANDA
01,2022.2,SUELEN BRANDES MARQUES VALENTE (12h),4M1234,30,32,FAC,DAP0124,136.0,351,REDAÇÃO PUBLICITÁRIA
01,2022.2,BEATRIZ BERALDO BATISTA (48h),4M1234,30,32,FAC,DAP0124,136.0,351,REDAÇÃO PUBLICITÁRIA
01,2022.2,RAFAEL DIETZSCH (60h),35M34,25,26,FAC,DAP0125,137.0,351,DIREÇÃO DE ARTE EM ARTES GRÁFICAS
01,2022.2,MARIA FERNANDA DANGELO VALENTIM (60h),2M1234,10,20,FAC,DAP0126,138.0,351,PLANEJAMENTO PUBLICITÁRIO
02,2022.2,BEATRIZ BERALDO BATISTA (60h),2M1234,16,20,FAC,DAP0126,138.0,351,PLANEJAMENTO PUBLICITÁRIO
01,2022.2,LUCIANO MENDES DE SOUZA (240h),3456M1234,9,15,FAC,DAP0128,139.0,351,LABORATÓRIO EM PUBLICIDADE E PROPAGANDA
02,2022.2,CARINA LUISA OCHI FLEXOR (168h),3456M1234,8,15,FAC,DAP0128,139.0,351,LABORATÓRIO EM PUBLICIDADE E PROPAGANDA
02,2022.2,CARINA LUISA OCHI FLEXOR (72h),3456M1234,8,15,FAC,DAP0128,139.0,351,LABORATÓRIO EM PUBLICIDADE E PROPAGANDA
02,2022.2,PRISCILA MONTEIRO BORGES (60h),3M1234,25,28,FAC,DAP0130,140.0,351,PRÉ-PROJETO EM PUBLICIDADE E PROPAGANDA
02,2022.2,RENATA ALVES DE ALBUQUERQUE OTHON (60h),4M1234,18,18,FAC,DAP0143,141.0,351,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 3
03,2022.2,PRISCILA MONTEIRO BORGES (26h),4M1234,11,13,FAC,DAP0143,141.0,351,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 3
03,2022.2,RAFAEL DIETZSCH (26h),4M1234,11,13,FAC,DAP0143,141.0,351,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 3
03,2022.2,EDUARDO LUSTOSA BELGA (8h),4M1234,11,13,FAC,DAP0143,141.0,351,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 3
04,2022.2,NORLAN SOUZA DA SILVA (60h),6T2345,12,30,FAC,DAP0143,141.0,351,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 3
03,2022.2,RAQUEL PACHECO MELLO CUNHA (60h),2M1234,17,20,FAC,DAP0145,142.0,351,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 4
01,2022.2,MARIANA SOUTO DE MELO SILVA (60h),6M1234,30,30,FAC,DAP0147,143.0,351,DIREÇÃO DE ARTE PARA PRODUTO AUDIOVISUAL
01,2022.2,DENISE MORAES CAVALCANTE (60h),4M1234,30,30,FAC,DAP0149,144.0,351,DIREÇÃO DE ATORES
01,2022.2,RAQUEL PACHECO MELLO CUNHA (30h),3M34,30,30,FAC,DAP0154,145.0,351,DOCUMENTÁRIO 1
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (60h),2M1234,19,30,FAC,DAP0158,146.0,351,PRODUÇÃO PUBLICITÁRIA AUDIOVISUAL
02,2022.2,PRISCILA MONTEIRO BORGES (30h),6T45,15,25,FAC,DAP0164,147.0,351,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 7
01,2022.2,LUCIANE FASSARELLA AGNEZ (60h),3T2345,30,35,FAC,DAP0170,148.0,351,LEGISLAÇÃO E REGULAMENTAÇÃO DE PUBLICIDADE E PROPAGANDA
01,2022.2,ARMANDO BULCAO (30h),3M34,25,26,FAC,DAP0171,149.0,351,"LEGISLAÇÃO, DESENVOLVIMENTO E PRODUÇÃO DE PROJETOS"
01,2022.2,EDMUNDO BRANDAO DANTAS (60h),3M12 5M12,25,35,Local à definir.,DAP0172,150.0,351,MÍDIA E GERENCIAMENTO DE CONTAS
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (30h),6M12,29,30,FAC,DAP0174,151.0,351,SOM 2
01,2022.2,MAURO GIUNTINI VIANA (60h),4M1234,29,30,FAC,DAP0175,152.0,351,DIREÇÃO EM AUDIOVISUAL 2
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (60h),3M1234,29,30,FAC,DAP0176,153.0,351,EDIÇÃO E MONTAGEM 2
01,2022.2,ELEN CRISTINA GERALDES (60h),35T56,40,41,FAC,COM0001,154.0,345,TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 4
01,2022.2,DIONE OLIVEIRA MOURA (90h),5T2345 7T23,10,15,FAC,COM0006,155.0,345,EXTENSÃO EM COMUNICAÇÃO 1
01,2022.2,KELLY TATIANE MARTINS QUIRINO (60h),3N1234,29,32,FAC,COM0009,156.0,345,TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 5
01,2022.2,FABIOLA ORLANDO CALAZANS MACHADO (60h),3N1234,32,45,"FAC- ICC Norte, Bloco A, Mezanino - Sala 13",COM0127,157.0,345,"ÉTICA, LEGISLAÇÃO E RESPONSABILIDADE SOCIAL"
01,2022.2,DELCIA MARIA DE MATTOS VIDAL (60h),5N1234,29,45,FAC,COM0128,158.0,345,INTRODUÇÃO AO MARKETING
01,2022.2,LUIZA SPINOLA AMARAL (60h),6N1234,32,45,FAC,COM0129,159.0,345,LINGUAGENS DA COMUNICAÇÃO 1
01,2022.2,TIAGO QUIROGA FAUSTO NETO (60h),2N1234,31,46,FAC,COM0130,160.0,345,INTRODUÇÃO AS TEORIAS DA COMUNICAÇÃO
01,2022.2,ELEN CRISTINA GERALDES (60h),4N1234,32,45,FAC,COM0131,161.0,345,INTRODUÇÃO AO PLANEJAMENTO
01,2022.2,DELCIA MARIA DE MATTOS VIDAL (30h),4N1234,46,48,FAC,COM0132,162.0,345,LINGUAGENS DA COMUNICAÇÃO 2
01,2022.2,GABRIELA PEREIRA DE FREITAS (30h),4N1234,46,48,FAC,COM0132,162.0,345,LINGUAGENS DA COMUNICAÇÃO 2
01,2022.2,TIAGO QUIROGA FAUSTO NETO (60h),6N1234,48,51,FAC,COM0133,163.0,345,METODOLOGIA DE PESQUISA EM COMUNICAÇÃO
01,2022.2,LUIZA SPINOLA AMARAL (60h),5N1234,47,48,FAC,COM0134,164.0,345,PLANEJAMENTO EM COMUNICAÇÃO
01,2022.2,CARLOS HENRIQUE NOVIS (60h),2N1234,46,47,FAC,COM0135,165.0,345,PRODUÇÃO E EDIÇÃO DE IMAGEM E SOM
01,2022.2,JOAO JOSE AZEVEDO CURVELLO (60h),3N1234,45,48,FAC,COM0136,166.0,345,TEORIAS DA COMUNICAÇÃO ORGANIZACIONAL
01,2022.2,FELIPE DA SILVA POLYDORO (60h),5N1234,36,40,FAC,COM0137,167.0,345,TÉCNICAS DE JORNALISMO IMPRESSO E ON LINE
01,2022.2,ASDRUBAL BORGES FORMIGA SOBRINHO (40h),3N1234,38,41,FAC,COM0138,168.0,345,"PLANEJAMENTO GRÁFICO, VISUAL E WEB"
01,2022.2,GABRIELA PEREIRA DE FREITAS (20h),3N1234,38,41,FAC,COM0138,168.0,345,"PLANEJAMENTO GRÁFICO, VISUAL E WEB"
01,2022.2,JOAO JOSE AZEVEDO CURVELLO (60h),4N1234,37,40,FAC,COM0139,169.0,345,GESTÃO EM COMUNICAÇÃO
01,2022.2,ELEN CRISTINA GERALDES (60h),2N1234,44,44,FAC,COM0140,170.0,345,"POLÍTICAS DE COMUNICAÇÃO, SOCIEDADE E CIDADANIA"
01,2022.2,GISELE PIMENTA DE OLIVEIRA (60h),3N1234,41,42,FAC,COM0141,171.0,345,TÉCNICAS DE JORNALISMO EM RÁDIO E TV
01,2022.2,LUIZA SPINOLA AMARAL (60h),4N1234,41,45,FAC,COM0142,172.0,345,INSTRUMENTO DA COMUNICAÇÃO ORGANIZACIONAL
01,2022.2,KATIA MARIA BELISARIO (30h),2N1234,41,45,FAC,COM0143,173.0,345,PLANEJAMENTO E GESTÃO EM MARKETING
01,2022.2,LUIZA SPINOLA AMARAL (30h),2N1234,41,45,FAC,COM0143,173.0,345,PLANEJAMENTO E GESTÃO EM MARKETING
01,2022.2,TATIANA LIONCO (60h),5N1234,42,46,FAC,COM0144,174.0,345,CRIAÇÃO EM COMUNICAÇÃO E PUBLICIDADE
01,2022.2,FABIOLA ORLANDO CALAZANS MACHADO (60h),3N1234,41,43,"FAC- ICC Norte, Bloco A, Térreo - Sala 2",COM0145,175.0,345,"ROTEIRO, PRODUÇÃO E DIREÇÃO PARA WEB, VÍDEO E CINEMA"
01,2022.2,SIVALDO PEREIRA DA SILVA (60h),4N1234,40,41,FAC,COM0146,176.0,345,PESQUISA EM OPINIÃO E MERCADO
01,2022.2,GISELE PIMENTA DE OLIVEIRA (60h),26N1234,37,40,FAC,COM0147,177.0,345,"PLANEJAMENTO E GESTÃO EM ORG PÚBLICAS, PRIVADAS E DO TERCEIRO SETOR"
01,2022.2,LUIZA SPINOLA AMARAL (30h),3N1234,40,40,FAC,COM0148,178.0,345,FORMATAÇÃO E GERENCIAMENTO DE PROJETOS EM COMUNICAÇÃO
01,2022.2,DELCIA MARIA DE MATTOS VIDAL (30h),3N1234,40,40,FAC,COM0148,178.0,345,FORMATAÇÃO E GERENCIAMENTO DE PROJETOS EM COMUNICAÇÃO
01,2022.2,FELIPE DA SILVA POLYDORO (60h),2N1234,43,45,FAC,COM0149,179.0,345,PLANEJAMENTO E GESTÃO EM WEB
01,2022.2,FELIPE DA SILVA POLYDORO (60h),4N1234,38,42,FAC,COM0150,180.0,345,GESTÃO ESTRATÉGICA PARA A SOCIEDADE
01,2022.2,GISELE PIMENTA DE OLIVEIRA (60h),5N1234,45,46,FAC,COM0151,181.0,345,AVALIAÇÃO EM PROJETOS DE COMUNICAÇÃO
01,2022.2,FABIOLA ORLANDO CALAZANS MACHADO (60h),456N1234,41,42,FAC,COM0152,182.0,345,ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO
01,2022.2,FERNANDA CASAGRANDE MARTINELLI LIMA GRANJA XAVIER DA SILVA (60h),456N1234,41,42,FAC,COM0152,182.0,345,ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO
01,2022.2,TATIANA LIONCO (60h),456N1234,41,42,FAC,COM0152,182.0,345,ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO
01,2022.2,ELEN CRISTINA GERALDES (30h),3N1234,19,20,FAC,COM0153,183.0,345,PRÉ-PROJETO DE TCC
01,2022.2,KATIA MARIA BELISARIO (30h),3N1234,19,20,FAC,COM0153,183.0,345,PRÉ-PROJETO DE TCC
02,2022.2,SIVALDO PEREIRA DA SILVA (60h),3N1234,10,20,FAC,COM0153,183.0,345,PRÉ-PROJETO DE TCC
01,2022.2,GABRIEL LYRA CHAVES (60h),46T23,39,41,"Anfiteatro 14, ICC Norte",DIN0002,184.0,660,DESIGN DE JOGOS
01,2022.2,TIAGO BARROS PONTES E SILVA (60h),46T23,39,41,"Anfiteatro 14, ICC Norte",DIN0002,184.0,660,DESIGN DE JOGOS
01,2022.2,FATIMA APARECIDA DOS SANTOS (60h),4T2345,29,30,Sala 40 - Módulo 15,DIN0003,185.0,660,FUNDAMENTOS DA LÍNGUAGEM APLICADOS AO DESIGN
01,2022.2,ANDRE CAMARGO THOME MAYA MONTEIRO (60h),5T2345,25,25,DINFO - Módulo 18,DIN0004,186.0,660,FOTOGRAFIA
01,2022.2,GABRIEL LYRA CHAVES (60h),24M34,32,32,Sala 30 - Módulo 15,DIN0006,187.0,660,TÓPICOS ESPECIAIS EM DESIGN
01,2022.2,FELIX ALVES DA SILVA JUNIOR (60h),24M34,32,32,Sala 30 - Módulo 15,DIN0006,187.0,660,TÓPICOS ESPECIAIS EM DESIGN
01,2022.2,DANIEL FERNANDES BATISTA DE OLIVEIRA (60h),24M34,32,32,Sala 30 - Módulo 15,DIN0006,187.0,660,TÓPICOS ESPECIAIS EM DESIGN
01,2022.2,ANDRE CAMARGO THOME MAYA MONTEIRO (60h),5M1234,10,10,Serigrafia - Módulo 15,DIN0008,188.0,660,PROCESSOS ARTESANAIS DE REPRODUÇÃO GRÁFICA
01,2022.2,ANDRE CAMARGO THOME MAYA MONTEIRO (60h),7T1234,1,1,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
02,2022.2,DANIELA FAVARO GARROSSINI (60h),7T1234,1,1,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
03,2022.2,GABRIEL LYRA CHAVES (60h),7T1234,3,4,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
04,2022.2,SYMONE RODRIGUES JARDIM (60h),7T1234,1,1,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
05,2022.2,TIAGO BARROS PONTES E SILVA (60h),7T1234,3,2,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
06,2022.2,MIGUEL EDUARDO GUTIERREZ PAREDES (60h),7T1234,1,1,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
06,2022.2,RAPHAEL MOURA CARDOSO (60h),7T1234,1,1,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
07,2022.2,NAYARA MORENO DE SIQUEIRA (60h),7T1234,1,1,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
08,2022.2,ROGERIO JOSE CAMARA (60h),7T1234,1,1,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
09,2022.2,ANA CLAUDIA MAYNARDES (60h),7M1234,1,5,Depto de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
10,2022.2,VIRGINIA TIRADENTES SOUTO (60h),7T1234,1,1,Departamento de Design,DIN0010,189.0,660,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2
01,2022.2,GEORGIA MARIA DE CASTRO SANTOS (60h),2M1234,28,30,Sala 40 - Módulo 15,DIN0011,190.0,660,EXPRESSAO
01,2022.2,ANA MANSUR DE OLIVEIRA (60h),3M1234,22,25,DINFO - Módulo 18,DIN0012,191.0,660,ANALISE GRAFICA 1
01,2022.2,ANA MANSUR DE OLIVEIRA (60h),4T2345,19,20,DINFO - Módulo 18,DIN0013,192.0,660,ANALISE GRAFICA 2
01,2022.2,MARISA COBBE MAASS (60h),35T23,22,25,Sala 30 - Módulo 15,DIN0020,193.0,660,HISTORIA DA ARTE E DA TECNOLOGIA
01,2022.2,TIAGO BARROS PONTES E SILVA (60h),4M1234,24,25,Sala 40 - Módulo 15,DIN0023,194.0,660,METODOLOGIA DO PROJETO
01,2022.2,NAYARA MORENO DE SIQUEIRA (60h),6M1234,24,25,"CSS-384/34 (Mód. 15, Mesa 40)",DIN0034,195.0,660,ESTUDO DA FORMA
01,2022.2,GABRIEL LYRA CHAVES (90h),35T123,34,40,"CSS-384/34 (Mód. 15, Mesa 40)",DIN0037,196.0,660,DESENHO APLICADO 1
01,2022.2,ANA CLAUDIA MAYNARDES (90h),2T123456,5,20,Sala 40 - Módulo 15,DIN0039,197.0,660,PROJETO DE PRODUTO 1
01,2022.2,ANA MANSUR DE OLIVEIRA (90h),2T123456,20,20,Sala 40 - Módulo 15,DIN0040,198.0,660,PROGRAMACAO VISUAL 1
01,2022.2,GEORGIA MARIA DE CASTRO SANTOS (90h),4M12345  4T1,9,20,DINFO - Módulo 18,DIN0041,199.0,660,PROGRAMACAO VISUAL 2
01,2022.2,ROGERIO JOSE CAMARA (90h),5M12345  5T1,21,23,MAPA - Módulo 15,DIN0042,200.0,660,PROGRAMACAO VISUAL 3
01,2022.2,MIGUEL EDUARDO GUTIERREZ PAREDES (90h),5T123456,6,20,PROTIP - Módulo 18,DIN0043,201.0,660,PROJETO DE PRODUTO 2
01,2022.2,NAYARA MORENO DE SIQUEIRA (90h),3M12345  3T1,5,20,INTERFACE - Módulo 18,DIN0044,202.0,660,PROJETO DE PRODUTO 3
01,2022.2,MIGUEL EDUARDO GUTIERREZ PAREDES (90h),25M345,23,25,PROTIP - Módulo 18,DIN0045,203.0,660,DESENHO APLICADO 2
01,2022.2,ANA CLAUDIA MAYNARDES (60h),35M12,27,32,Sala 40 - Módulo 15,DIN0046,204.0,660,OFICINA DE MODELOS E MAQUETE
01,2022.2,ANDRE CAMARGO THOME MAYA MONTEIRO (60h),2T2345,26,26,Sala 30 - Módulo 15,DIN0047,205.0,660,FOTOGRAFIA E VIDEO
01,2022.2,ROGERIO JOSE CAMARA (60h),46M12,28,30,Sala 30 - Módulo 15,DIN0049,206.0,660,INTRODUCAO AO DESIGN
01,2022.2,ANDRE CAMARGO THOME MAYA MONTEIRO (90h),6T123456,25,28,Sala 40 - Módulo 15,DIN0050,207.0,660,MATERIAIS E PROCESSOS GRAFICOS
01,2022.2,SYMONE RODRIGUES JARDIM (90h),5M12345  5T1,3,20,DINFO - Módulo 18,DIN0051,208.0,660,PROJETO DE PRODUTO 4
01,2022.2,DANIELA FAVARO GARROSSINI (90h),5M12345  5T1,16,20,DINFO - Módulo 18,DIN0052,209.0,660,PROGRAMACAO VISUAL 4
01,2022.2,VIRGINIA TIRADENTES SOUTO (90h),5M12345  5T1,16,20,DINFO - Módulo 18,DIN0052,209.0,660,PROGRAMACAO VISUAL 4
01,2022.2,ANDREA SAMPAIO TIBERY (30h),3T23,12,12,"Multiuso I, LabJóia",DIN0059,210.0,660,ESTUDOS DIRIGIDOS EM DESIGN 1
03,2022.2,DANIELA PEREIRA BARBOSA (30h),5M12,13,20,Sala 30 - Módulo 15,DIN0061,211.0,660,ESTUDOS DIRIGIDOS EM DESIGN 2
03,2022.2,ANA CECILIA LAURINDO SCHETTINO (30h),6M34,18,25,Sala 30 - Módulo 15,DIN0063,212.0,660,ESTUDOS DIRIGIDOS EM DESIGN 3
03,2022.2,ROGERIO JOSE CAMARA (30h),6M34,18,25,Sala 30 - Módulo 15,DIN0063,212.0,660,ESTUDOS DIRIGIDOS EM DESIGN 3
03,2022.2,TIAGO BARROS PONTES E SILVA (30h),6M12,19,21,Auditório - DIN,DIN0065,213.0,660,ESTUDOS DIRIGIDOS EM DESIGN 4
03,2022.2,LUCAS HENRIQUES NEGRELLI (30h),6M12,19,21,Auditório - DIN,DIN0065,213.0,660,ESTUDOS DIRIGIDOS EM DESIGN 4
03,2022.2,ANA MANSUR DE OLIVEIRA (30h),6M12,19,21,Auditório - DIN,DIN0065,213.0,660,ESTUDOS DIRIGIDOS EM DESIGN 4
03,2022.2,DANIEL FERNANDES BATISTA DE OLIVEIRA (30h),6M12,19,21,Auditório - DIN,DIN0065,213.0,660,ESTUDOS DIRIGIDOS EM DESIGN 4
03,2022.2,GABRIEL LYRA CHAVES (30h),6M12,19,21,Auditório - DIN,DIN0065,213.0,660,ESTUDOS DIRIGIDOS EM DESIGN 4
01,2022.2,GABRIEL LYRA CHAVES (30h),7M34,5,10,Departamento de Design,DIN0068,214.0,660,TRABALHO DE CONCLUSÃO DE CURSO 1
02,2022.2,TIAGO BARROS PONTES E SILVA (30h),7M34,4,10,Departamento de Design,DIN0068,214.0,660,TRABALHO DE CONCLUSÃO DE CURSO 1
03,2022.2,ANA MANSUR DE OLIVEIRA (30h),7M34,0,5,Departamento de Design,DIN0068,214.0,660,TRABALHO DE CONCLUSÃO DE CURSO 1
04,2022.2,ROGERIO JOSE CAMARA (30h),7M12,1,1,Departamento de Design,DIN0068,214.0,660,TRABALHO DE CONCLUSÃO DE CURSO 1
05,2022.2,NAYARA MORENO DE SIQUEIRA (30h),7M34,0,2,Departamento de Design,DIN0068,214.0,660,TRABALHO DE CONCLUSÃO DE CURSO 1
06,2022.2,DANIELA PEREIRA BARBOSA (30h),7M12,1,2,Departamento de Design,DIN0068,214.0,660,TRABALHO DE CONCLUSÃO DE CURSO 1
01,2022.2,NAYARA MORENO DE SIQUEIRA (30h),7M12,2,5,Depto Design,DIN0069,215.0,660,TRABALHO DE CONCLUSÃO DE CURSO 1
02,2022.2,TIAGO BARROS PONTES E SILVA (30h),7N12,1,5,Depto de Design,DIN0069,215.0,660,TRABALHO DE CONCLUSÃO DE CURSO 1
01,2022.2,DANIELA FAVARO GARROSSINI (60h),6N1234,1,1,Depto Design,DIN0111,216.0,660,TÓPICOS ESPECIAIS EM DESIGN 3
01,2022.2,VIRGINIA TIRADENTES SOUTO (60h),3M1234,2,5,Sala 30 - Módulo 15,DIN0112,217.0,660,TÓPICOS ESPECIAIS EM DESIGN 4
02,2022.2,DANIELA FAVARO GARROSSINI (60h),3M1234,3,5,Sala 30 - Módulo 15,DIN0112,217.0,660,TÓPICOS ESPECIAIS EM DESIGN 4
01,2022.2,ADRIANO TODOROVIC FABRO (60h),4T2345,3,3,a definir,DPG0216,218.0,449,DINÂMICA DE ESTRUTURAS
01,2022.2,EDGAR NOBUO MAMIYA (60h),46T45,3,1,a definir,DPG0248,219.0,449,COMPORTAMENTO MECÂNICO DOS SÓLIDOS
03,2022.2,COSME ROBERTO MOREIRA DA SILVA (60h),35T23,1,1,DT 52/15,DPG0277,220.0,449,METALURGIA FÍSICA
01,2022.2,JOSE ALEXANDER ARAUJO (60h),2T2345,3,2,a definir,DPG0310,221.0,449,MECÂNICA DA FRATURA
01,2022.2,TAYGOARA FELAMINGO DE OLIVEIRA (60h),35M5  35T1,1,1,não mencionado,DPG0424,222.0,449,TERMODINÂMICA CLÁSSICA
01,2022.2,ALINE SOUZA DE PAULA (60h),3T2345,0,1,SECRETARIA DT 77/21,DPG0433,223.0,449,VIBRAÇÕES MECÂNICAS
02,2022.2,TAYGOARA FELAMINGO DE OLIVEIRA (60h),24T23,1,1,GT 11/20 (Bloco G),DPG0670,224.0,449,DINÂMICA DOS FLUÍDOS
01,2022.2,THIAGO DE CARVALHO RODRIGUES DOCA (60h),35M5  35T1,1,1,A1 49/18 (SG9),DPG1128,225.0,449,MECÂNICA DO CONTATO COMPUTACIONAL
01,2022.2,MARCELA RODRIGUES MACHADO (60h),5T2345 (25/10/2022 - 18/02/2023),3,4,a definir,DPG1234,226.0,449,ELEMENTOS FINITOS PARA ANÁLISE DE VIBRAÇÕES
01,2022.2,EUGENIO LIBORIO FEITOSA FORTALEZA (30h),6M12,25,30,DT 25/15,ENM0002,227.0,449,INTRODUÇÃO À EXPLORAÇÃO DE PETRÓLEO EM ALTO MAR
01,2022.2,EUGENIO LIBORIO FEITOSA FORTALEZA (30h),6M34,15,30,DT 25/15,ENM0003,228.0,449,FUNDAMENTOS DE ENGENHARIA DE RESERVATÓRIO
01,2022.2,ALBERTO JOSE ALVARES (60h),24M34,13,30,DT 25-15,ENM0027,229.0,449,TECNOLOGIAS DE COMANDO NUMERICO
01,2022.2,JONES YUDI MORI ALVES DA SILVA (60h),6M1234,19,20,ULEG FT SALA 05,ENM0066,230.0,449,TÓPICOS ESPECIAIS EM ENGENHARIA MECATRÔNICA
01,2022.2,ARMANDO DE AZEVEDO CALDEIRA PIRES (60h),35T45,29,40,DT 11-15,ENM0068,231.0,449,TERMODINAMICA 1
